food,foodLabel,mother,motherLabel,father,fatherLabel,label_clean,label_temp,category
http://www.wikidata.org/entity/Q100255672,moho,http://www.wikidata.org/entity/Q11002,sugar,,,sugar,,spice
http://www.wikidata.org/entity/Q100255672,moho,http://www.wikidata.org/entity/Q841779,coconut milk,,,coconut milk,,fruits
http://www.wikidata.org/entity/Q100255672,moho,http://www.wikidata.org/entity/Q1269205,rice flour,,,rice flour,,flour
http://www.wikidata.org/entity/Q100255672,moho,http://www.wikidata.org/entity/Q2249305,wheat flour,,,wheat flour,,flour
http://www.wikidata.org/entity/Q100529246,punten,http://www.wikidata.org/entity/Q11254,salt,,,salt,#N/A,spice
http://www.wikidata.org/entity/Q100529246,punten,http://www.wikidata.org/entity/Q115443,glutinous rice,,,glutinous rice,,carb
http://www.wikidata.org/entity/Q100529246,punten,http://www.wikidata.org/entity/Q841779,coconut milk,,,coconut milk,,fruits
http://www.wikidata.org/entity/Q101432536,Lemonilo,,,,,,#N/A,#N/A
http://www.wikidata.org/entity/Q104620199,anyang,http://www.wikidata.org/entity/Q13187,Cocos nucifera,http://www.wikidata.org/entity/Q2772,West Sumatra,palm sugar,palm sugar,seasoning
http://www.wikidata.org/entity/Q104620199,anyang,http://www.wikidata.org/entity/Q193498,Allium cepa var. aggregatum,http://www.wikidata.org/entity/Q2772,West Sumatra,shallot,shallot,spice
http://www.wikidata.org/entity/Q104620199,anyang,http://www.wikidata.org/entity/Q1323455,Asparagus bean,http://www.wikidata.org/entity/Q2772,West Sumatra,asparagus,asparagus,vegetables
http://www.wikidata.org/entity/Q104620199,anyang,http://www.wikidata.org/entity/Q1385709,bean sprout,http://www.wikidata.org/entity/Q2772,West Sumatra,bean sprout,,vegetables
http://www.wikidata.org/entity/Q104622587,bika,http://www.wikidata.org/entity/Q11002,sugar,http://www.wikidata.org/entity/Q2772,West Sumatra,sugar,,spice
http://www.wikidata.org/entity/Q104622587,bika,http://www.wikidata.org/entity/Q841779,coconut milk,http://www.wikidata.org/entity/Q2772,West Sumatra,coconut milk,,fruits
http://www.wikidata.org/entity/Q104622587,bika,http://www.wikidata.org/entity/Q1269205,rice flour,http://www.wikidata.org/entity/Q2772,West Sumatra,rice flour,,flour
http://www.wikidata.org/entity/Q104622587,bika,http://www.wikidata.org/entity/Q3342808,coconut,http://www.wikidata.org/entity/Q2772,West Sumatra,coconut,,fruits
http://www.wikidata.org/entity/Q104629646,Gabin tapai,http://www.wikidata.org/entity/Q8495,milk,http://www.wikidata.org/entity/Q2772,West Sumatra,milk,,dairy and egg
http://www.wikidata.org/entity/Q104629646,Gabin tapai,http://www.wikidata.org/entity/Q856330,cracker,http://www.wikidata.org/entity/Q2772,West Sumatra,cracker,,misc
http://www.wikidata.org/entity/Q104629646,Gabin tapai,http://www.wikidata.org/entity/Q5259142,Tapai,http://www.wikidata.org/entity/Q2772,West Sumatra,Tapai,,misc
http://www.wikidata.org/entity/Q104629864,Gulai tauco,http://www.wikidata.org/entity/Q120096,tempeh,http://www.wikidata.org/entity/Q2772,West Sumatra,tempeh,,protein
http://www.wikidata.org/entity/Q104629864,Gulai tauco,http://www.wikidata.org/entity/Q165199,chili,http://www.wikidata.org/entity/Q2772,West Sumatra,chili,,spice
http://www.wikidata.org/entity/Q104629864,Gulai tauco,http://www.wikidata.org/entity/Q177378,tofu,http://www.wikidata.org/entity/Q2772,West Sumatra,tofu,,protein
http://www.wikidata.org/entity/Q104629864,Gulai tauco,http://www.wikidata.org/entity/Q841779,coconut milk,http://www.wikidata.org/entity/Q2772,West Sumatra,coconut milk,,fruits
http://www.wikidata.org/entity/Q104629864,Gulai tauco,http://www.wikidata.org/entity/Q2987371,green bean,http://www.wikidata.org/entity/Q2772,West Sumatra,green bean,,vegetables
http://www.wikidata.org/entity/Q104629864,Gulai tauco,http://www.wikidata.org/entity/Q7688659,Tauco,http://www.wikidata.org/entity/Q2772,West Sumatra,Tauco,,spice
http://www.wikidata.org/entity/Q104640127,Karupuak lento,http://www.wikidata.org/entity/Q873761,tapioca,http://www.wikidata.org/entity/Q2772,West Sumatra,tapioca,,flour
http://www.wikidata.org/entity/Q104640148,Ketan sarikaya,http://www.wikidata.org/entity/Q115443,glutinous rice,http://www.wikidata.org/entity/Q2772,West Sumatra,glutinous rice,,carb
http://www.wikidata.org/entity/Q104640148,Ketan sarikaya,http://www.wikidata.org/entity/Q471914,Pandanus,http://www.wikidata.org/entity/Q2772,West Sumatra,pandan,pandan,spice
http://www.wikidata.org/entity/Q104640148,Ketan sarikaya,http://www.wikidata.org/entity/Q1549017,palm sugar,http://www.wikidata.org/entity/Q2772,West Sumatra,palm sugar,,seasoning
http://www.wikidata.org/entity/Q104641121,Lapek sagan,http://www.wikidata.org/entity/Q13187,Cocos nucifera,http://www.wikidata.org/entity/Q2772,West Sumatra,palm sugar,palm sugar,seasoning
http://www.wikidata.org/entity/Q104641121,Lapek sagan,http://www.wikidata.org/entity/Q1549017,palm sugar,http://www.wikidata.org/entity/Q2772,West Sumatra,palm sugar,,seasoning
http://www.wikidata.org/entity/Q104641121,Lapek sagan,http://www.wikidata.org/entity/Q43304555,cassava,http://www.wikidata.org/entity/Q2772,West Sumatra,cassava,#N/A,carb
http://www.wikidata.org/entity/Q104641161,Lopis ubi,http://www.wikidata.org/entity/Q13187,Cocos nucifera,http://www.wikidata.org/entity/Q2772,West Sumatra,palm sugar,palm sugar,seasoning
http://www.wikidata.org/entity/Q104641161,Lopis ubi,http://www.wikidata.org/entity/Q1549017,palm sugar,http://www.wikidata.org/entity/Q2772,West Sumatra,palm sugar,,seasoning
http://www.wikidata.org/entity/Q104641161,Lopis ubi,http://www.wikidata.org/entity/Q43304555,cassava,http://www.wikidata.org/entity/Q2772,West Sumatra,cassava,#N/A,carb
http://www.wikidata.org/entity/Q105480600,dekke na niarsik,http://www.wikidata.org/entity/Q33913,Cymbopogon citratus,http://www.wikidata.org/entity/Q2140,North Sumatra,lemongrass,lemongrass,spice
http://www.wikidata.org/entity/Q105480600,dekke na niarsik,http://www.wikidata.org/entity/Q42562,Curcuma longa,http://www.wikidata.org/entity/Q2140,North Sumatra,turmeric,turmeric,spice
http://www.wikidata.org/entity/Q105480600,dekke na niarsik,http://www.wikidata.org/entity/Q600396,fish,http://www.wikidata.org/entity/Q2140,North Sumatra,fish,,protein
http://www.wikidata.org/entity/Q105485736,bubur sada,http://www.wikidata.org/entity/Q11575,Zea mays,,,corn,corn,carb
http://www.wikidata.org/entity/Q105489284,pempek tunu,http://www.wikidata.org/entity/Q152,fish,,,fish,,protein
http://www.wikidata.org/entity/Q105489284,pempek tunu,http://www.wikidata.org/entity/Q283,water,,,water,,water
http://www.wikidata.org/entity/Q105489284,pempek tunu,http://www.wikidata.org/entity/Q11254,salt,,,salt,#N/A,spice
http://www.wikidata.org/entity/Q105489284,pempek tunu,http://www.wikidata.org/entity/Q229385,soy sauce,,,soy sauce,,seasoning
http://www.wikidata.org/entity/Q105489284,pempek tunu,http://www.wikidata.org/entity/Q873761,tapioca,,,tapioca,,flour
http://www.wikidata.org/entity/Q105489284,pempek tunu,http://www.wikidata.org/entity/Q4739805,vegetable oil,,,vegetable oil,,seasoning
http://www.wikidata.org/entity/Q105490097,apang colo,,,http://www.wikidata.org/entity/Q5067,Gorontalo,,#N/A,#N/A
http://www.wikidata.org/entity/Q105528156,cara isi,http://www.wikidata.org/entity/Q11002,sugar,http://www.wikidata.org/entity/Q5067,Gorontalo,sugar,,spice
http://www.wikidata.org/entity/Q105528156,cara isi,http://www.wikidata.org/entity/Q93189,egg,http://www.wikidata.org/entity/Q5067,Gorontalo,egg,,protein
http://www.wikidata.org/entity/Q105528156,cara isi,http://www.wikidata.org/entity/Q841779,coconut milk,http://www.wikidata.org/entity/Q5067,Gorontalo,coconut milk,,fruits
http://www.wikidata.org/entity/Q105528156,cara isi,http://www.wikidata.org/entity/Q2249305,wheat flour,http://www.wikidata.org/entity/Q5067,Gorontalo,wheat flour,,flour
http://www.wikidata.org/entity/Q105528156,cara isi,http://www.wikidata.org/entity/Q9125703,Euthynnus affinis,http://www.wikidata.org/entity/Q5067,Gorontalo,mackerel,mackerel,protein
http://www.wikidata.org/entity/Q105528156,cara isi,http://www.wikidata.org/entity/Q21546392,garlic,http://www.wikidata.org/entity/Q5067,Gorontalo,garlic,,spice
http://www.wikidata.org/entity/Q105528306,kue muso,http://www.wikidata.org/entity/Q11002,sugar,http://www.wikidata.org/entity/Q2051,Jambi,sugar,,spice
http://www.wikidata.org/entity/Q105528306,kue muso,http://www.wikidata.org/entity/Q11254,salt,http://www.wikidata.org/entity/Q2051,Jambi,salt,#N/A,spice
http://www.wikidata.org/entity/Q105528306,kue muso,http://www.wikidata.org/entity/Q13241,vanilla,http://www.wikidata.org/entity/Q2051,Jambi,vanilla,,misc
http://www.wikidata.org/entity/Q105528306,kue muso,http://www.wikidata.org/entity/Q93189,egg,http://www.wikidata.org/entity/Q2051,Jambi,egg,,protein
http://www.wikidata.org/entity/Q105528306,kue muso,http://www.wikidata.org/entity/Q311090,Pandanus amaryllifolius,http://www.wikidata.org/entity/Q2051,Jambi,pandan,pandan,spice
http://www.wikidata.org/entity/Q105528306,kue muso,http://www.wikidata.org/entity/Q841779,coconut milk,http://www.wikidata.org/entity/Q2051,Jambi,coconut milk,,fruits
http://www.wikidata.org/entity/Q105528306,kue muso,http://www.wikidata.org/entity/Q2249305,wheat flour,http://www.wikidata.org/entity/Q2051,Jambi,wheat flour,,flour
http://www.wikidata.org/entity/Q105528306,kue muso,http://www.wikidata.org/entity/Q18235491,glutinous rice flour,http://www.wikidata.org/entity/Q2051,Jambi,glutinous rice flour,,flour
http://www.wikidata.org/entity/Q105528306,kue muso,http://www.wikidata.org/entity/Q68448978,chocolate powder,http://www.wikidata.org/entity/Q2051,Jambi,chocolate powder,,misc
http://www.wikidata.org/entity/Q105528411,padamaran,http://www.wikidata.org/entity/Q11254,salt,http://www.wikidata.org/entity/Q2051,Jambi,salt,#N/A,spice
http://www.wikidata.org/entity/Q105528411,padamaran,http://www.wikidata.org/entity/Q841779,coconut milk,http://www.wikidata.org/entity/Q2051,Jambi,coconut milk,,fruits
http://www.wikidata.org/entity/Q105528411,padamaran,http://www.wikidata.org/entity/Q1269205,rice flour,http://www.wikidata.org/entity/Q2051,Jambi,rice flour,,flour
http://www.wikidata.org/entity/Q105528411,padamaran,http://www.wikidata.org/entity/Q1549017,palm sugar,http://www.wikidata.org/entity/Q2051,Jambi,palm sugar,,seasoning
http://www.wikidata.org/entity/Q105529039,pia pica,http://www.wikidata.org/entity/Q34172,butter,http://www.wikidata.org/entity/Q5067,Gorontalo,butter,,seasoning
http://www.wikidata.org/entity/Q105529039,pia pica,http://www.wikidata.org/entity/Q93189,egg,http://www.wikidata.org/entity/Q5067,Gorontalo,egg,,protein
http://www.wikidata.org/entity/Q105529039,pia pica,http://www.wikidata.org/entity/Q2249305,wheat flour,http://www.wikidata.org/entity/Q5067,Gorontalo,wheat flour,,flour
http://www.wikidata.org/entity/Q105529161,popolulu,http://www.wikidata.org/entity/Q11254,salt,http://www.wikidata.org/entity/Q5067,Gorontalo,salt,#N/A,spice
http://www.wikidata.org/entity/Q105529161,popolulu,http://www.wikidata.org/entity/Q37937,sweet potato,http://www.wikidata.org/entity/Q5067,Gorontalo,sweet potato,,carb
http://www.wikidata.org/entity/Q105529161,popolulu,http://www.wikidata.org/entity/Q1269205,rice flour,http://www.wikidata.org/entity/Q5067,Gorontalo,rice flour,,flour
http://www.wikidata.org/entity/Q105529161,popolulu,http://www.wikidata.org/entity/Q1549017,palm sugar,http://www.wikidata.org/entity/Q5067,Gorontalo,palm sugar,,seasoning
http://www.wikidata.org/entity/Q105529161,popolulu,http://www.wikidata.org/entity/Q4739805,vegetable oil,http://www.wikidata.org/entity/Q5067,Gorontalo,vegetable oil,,seasoning
http://www.wikidata.org/entity/Q105535583,rendang maco,,,,,,#N/A,#N/A
http://www.wikidata.org/entity/Q105535632,rendang jariang,http://www.wikidata.org/entity/Q3503085,Archidendron pauciflorum,,,jengkol,jengkol,vegetables
http://www.wikidata.org/entity/Q105542530,kerupuk puli,http://www.wikidata.org/entity/Q11254,salt,http://www.wikidata.org/entity/Q3557,Central Java,salt,#N/A,spice
http://www.wikidata.org/entity/Q105542530,kerupuk puli,http://www.wikidata.org/entity/Q231458,palm oil,http://www.wikidata.org/entity/Q3557,Central Java,palm oil,,seasoning
http://www.wikidata.org/entity/Q105542530,kerupuk puli,http://www.wikidata.org/entity/Q523224,rice,http://www.wikidata.org/entity/Q3557,Central Java,rice,,carb
http://www.wikidata.org/entity/Q105542530,kerupuk puli,http://www.wikidata.org/entity/Q21546392,garlic,http://www.wikidata.org/entity/Q3557,Central Java,garlic,,spice
http://www.wikidata.org/entity/Q105542530,kerupuk puli,http://www.wikidata.org/entity/Q11254,salt,http://www.wikidata.org/entity/Q3586,East Java,salt,#N/A,spice
http://www.wikidata.org/entity/Q105542530,kerupuk puli,http://www.wikidata.org/entity/Q231458,palm oil,http://www.wikidata.org/entity/Q3586,East Java,palm oil,,seasoning
http://www.wikidata.org/entity/Q105542530,kerupuk puli,http://www.wikidata.org/entity/Q523224,rice,http://www.wikidata.org/entity/Q3586,East Java,rice,,carb
http://www.wikidata.org/entity/Q105542530,kerupuk puli,http://www.wikidata.org/entity/Q21546392,garlic,http://www.wikidata.org/entity/Q3586,East Java,garlic,,spice
http://www.wikidata.org/entity/Q105543455,dumbleng,http://www.wikidata.org/entity/Q841779,coconut milk,http://www.wikidata.org/entity/Q11098,Nganjuk,coconut milk,,fruits
http://www.wikidata.org/entity/Q105543455,dumbleng,http://www.wikidata.org/entity/Q11190742,brown sugar,http://www.wikidata.org/entity/Q11098,Nganjuk,brown sugar,,seasoning
http://www.wikidata.org/entity/Q105543455,dumbleng,http://www.wikidata.org/entity/Q18235491,glutinous rice flour,http://www.wikidata.org/entity/Q11098,Nganjuk,glutinous rice flour,,flour
http://www.wikidata.org/entity/Q105544074,kubang boyo,http://www.wikidata.org/entity/Q115443,glutinous rice,http://www.wikidata.org/entity/Q2051,Jambi,glutinous rice,,carb
http://www.wikidata.org/entity/Q105544074,kubang boyo,http://www.wikidata.org/entity/Q3342808,coconut,http://www.wikidata.org/entity/Q2051,Jambi,coconut,,fruits
http://www.wikidata.org/entity/Q105544074,kubang boyo,http://www.wikidata.org/entity/Q11190742,brown sugar,http://www.wikidata.org/entity/Q2051,Jambi,brown sugar,,seasoning
http://www.wikidata.org/entity/Q105561074,putu ayu,http://www.wikidata.org/entity/Q11002,sugar,,,sugar,,spice
http://www.wikidata.org/entity/Q105561074,putu ayu,http://www.wikidata.org/entity/Q11254,salt,,,salt,#N/A,spice
http://www.wikidata.org/entity/Q105561074,putu ayu,http://www.wikidata.org/entity/Q93189,egg,,,egg,,protein
http://www.wikidata.org/entity/Q105561074,putu ayu,http://www.wikidata.org/entity/Q841779,coconut milk,,,coconut milk,,fruits
http://www.wikidata.org/entity/Q105561074,putu ayu,http://www.wikidata.org/entity/Q1269205,rice flour,,,rice flour,,flour
http://www.wikidata.org/entity/Q105561074,putu ayu,http://www.wikidata.org/entity/Q2249305,wheat flour,,,wheat flour,,flour
http://www.wikidata.org/entity/Q105612974,pempek lenjer,,,,,,#N/A,#N/A
http://www.wikidata.org/entity/Q105616883,Kue rambut,,,http://www.wikidata.org/entity/Q148440,Flores,,#N/A,#N/A
http://www.wikidata.org/entity/Q105616883,Kue rambut,,,http://www.wikidata.org/entity/Q1130641,Alor,,#N/A,#N/A
http://www.wikidata.org/entity/Q10954885,dodol Betawi,http://www.wikidata.org/entity/Q11002,sugar,http://www.wikidata.org/entity/Q3630,Jakarta,sugar,,spice
http://www.wikidata.org/entity/Q10954885,dodol Betawi,http://www.wikidata.org/entity/Q115443,glutinous rice,http://www.wikidata.org/entity/Q3630,Jakarta,glutinous rice,,carb
http://www.wikidata.org/entity/Q10954885,dodol Betawi,http://www.wikidata.org/entity/Q841779,coconut milk,http://www.wikidata.org/entity/Q3630,Jakarta,coconut milk,,fruits
http://www.wikidata.org/entity/Q10954885,dodol Betawi,http://www.wikidata.org/entity/Q1549017,palm sugar,http://www.wikidata.org/entity/Q3630,Jakarta,palm sugar,,seasoning
http://www.wikidata.org/entity/Q10971166,timphan,http://www.wikidata.org/entity/Q503,banana,http://www.wikidata.org/entity/Q1823,Aceh,banana,,fruits
http://www.wikidata.org/entity/Q10971166,timphan,http://www.wikidata.org/entity/Q36465,flour,http://www.wikidata.org/entity/Q1823,Aceh,flour,,flour
http://www.wikidata.org/entity/Q10971166,timphan,http://www.wikidata.org/entity/Q841779,coconut milk,http://www.wikidata.org/entity/Q1823,Aceh,coconut milk,,fruits
http://www.wikidata.org/entity/Q10986174,Sate Madura,http://www.wikidata.org/entity/Q864693,chicken,http://www.wikidata.org/entity/Q3586,East Java,chicken,,protein
http://www.wikidata.org/entity/Q10986174,Sate Madura,http://www.wikidata.org/entity/Q3621199,peanut,http://www.wikidata.org/entity/Q3586,East Java,peanut,,nuts
http://www.wikidata.org/entity/Q10986174,Sate Madura,http://www.wikidata.org/entity/Q864693,chicken,http://www.wikidata.org/entity/Q11137,Sumenep,chicken,,protein
http://www.wikidata.org/entity/Q10986174,Sate Madura,http://www.wikidata.org/entity/Q3621199,peanut,http://www.wikidata.org/entity/Q11137,Sumenep,peanut,,nuts
http://www.wikidata.org/entity/Q11045882,Seruit,http://www.wikidata.org/entity/Q283,water,http://www.wikidata.org/entity/Q2110,Lampung,water,,water
http://www.wikidata.org/entity/Q11045882,Seruit,http://www.wikidata.org/entity/Q11254,salt,http://www.wikidata.org/entity/Q2110,Lampung,salt,#N/A,spice
http://www.wikidata.org/entity/Q11045882,Seruit,http://www.wikidata.org/entity/Q23400,Allium sativum,http://www.wikidata.org/entity/Q2110,Lampung,garlic,garlic,spice
http://www.wikidata.org/entity/Q11045882,Seruit,http://www.wikidata.org/entity/Q23501,tomato,http://www.wikidata.org/entity/Q2110,Lampung,tomato,,vegetables
http://www.wikidata.org/entity/Q11045882,Seruit,http://www.wikidata.org/entity/Q165354,Citrus × aurantiifolia,http://www.wikidata.org/entity/Q2110,Lampung,lime,lime,fruits
http://www.wikidata.org/entity/Q11045882,Seruit,http://www.wikidata.org/entity/Q203981,Mangifera odorata,http://www.wikidata.org/entity/Q2110,Lampung,mango,mango,fruits
http://www.wikidata.org/entity/Q11045882,Seruit,http://www.wikidata.org/entity/Q1411265,Thunnus tonggol,http://www.wikidata.org/entity/Q2110,Lampung,tuna,tuna,protein
http://www.wikidata.org/entity/Q11045882,Seruit,http://www.wikidata.org/entity/Q283,water,http://www.wikidata.org/entity/Q8158,Metro,water,,water
http://www.wikidata.org/entity/Q11045882,Seruit,http://www.wikidata.org/entity/Q11254,salt,http://www.wikidata.org/entity/Q8158,Metro,salt,#N/A,spice
http://www.wikidata.org/entity/Q11045882,Seruit,http://www.wikidata.org/entity/Q23400,Allium sativum,http://www.wikidata.org/entity/Q8158,Metro,garlic,garlic,spice
http://www.wikidata.org/entity/Q11045882,Seruit,http://www.wikidata.org/entity/Q23501,tomato,http://www.wikidata.org/entity/Q8158,Metro,tomato,,vegetables
http://www.wikidata.org/entity/Q11045882,Seruit,http://www.wikidata.org/entity/Q165354,Citrus × aurantiifolia,http://www.wikidata.org/entity/Q8158,Metro,lime,lime,fruits
http://www.wikidata.org/entity/Q11045882,Seruit,http://www.wikidata.org/entity/Q203981,Mangifera odorata,http://www.wikidata.org/entity/Q8158,Metro,mango,mango,fruits
http://www.wikidata.org/entity/Q11045882,Seruit,http://www.wikidata.org/entity/Q1411265,Thunnus tonggol,http://www.wikidata.org/entity/Q8158,Metro,tuna,tuna,protein
http://www.wikidata.org/entity/Q11113287,arem-arem,http://www.wikidata.org/entity/Q81,carrot,,,carrot,,vegetables
http://www.wikidata.org/entity/Q11113287,arem-arem,http://www.wikidata.org/entity/Q523224,rice,,,rice,,carb
http://www.wikidata.org/entity/Q11113287,arem-arem,http://www.wikidata.org/entity/Q565767,ragout,,,ragout,,vegetables
http://www.wikidata.org/entity/Q11113287,arem-arem,http://www.wikidata.org/entity/Q13400960,minced meat,,,minced meat,,protein
http://www.wikidata.org/entity/Q11113287,arem-arem,http://www.wikidata.org/entity/Q16587531,potato,,,potato,,carb
http://www.wikidata.org/entity/Q11114189,cenil,http://www.wikidata.org/entity/Q11002,sugar,http://www.wikidata.org/entity/Q3557,Central Java,sugar,,spice
http://www.wikidata.org/entity/Q11114189,cenil,http://www.wikidata.org/entity/Q11254,salt,http://www.wikidata.org/entity/Q3557,Central Java,salt,#N/A,spice
http://www.wikidata.org/entity/Q11114189,cenil,http://www.wikidata.org/entity/Q177998,agar,http://www.wikidata.org/entity/Q3557,Central Java,agar,,carb
http://www.wikidata.org/entity/Q11114189,cenil,http://www.wikidata.org/entity/Q753009,food coloring,http://www.wikidata.org/entity/Q3557,Central Java,food coloring,,misc
http://www.wikidata.org/entity/Q11114189,cenil,http://www.wikidata.org/entity/Q841779,coconut milk,http://www.wikidata.org/entity/Q3557,Central Java,coconut milk,,fruits
http://www.wikidata.org/entity/Q11114189,cenil,http://www.wikidata.org/entity/Q3342808,coconut,http://www.wikidata.org/entity/Q3557,Central Java,coconut,,fruits
http://www.wikidata.org/entity/Q11114189,cenil,http://www.wikidata.org/entity/Q43304555,cassava,http://www.wikidata.org/entity/Q3557,Central Java,cassava,#N/A,carb
http://www.wikidata.org/entity/Q11114189,cenil,http://www.wikidata.org/entity/Q11002,sugar,http://www.wikidata.org/entity/Q3586,East Java,sugar,,spice
http://www.wikidata.org/entity/Q11114189,cenil,http://www.wikidata.org/entity/Q11254,salt,http://www.wikidata.org/entity/Q3586,East Java,salt,#N/A,spice
http://www.wikidata.org/entity/Q11114189,cenil,http://www.wikidata.org/entity/Q177998,agar,http://www.wikidata.org/entity/Q3586,East Java,agar,,carb
http://www.wikidata.org/entity/Q11114189,cenil,http://www.wikidata.org/entity/Q753009,food coloring,http://www.wikidata.org/entity/Q3586,East Java,food coloring,,misc
http://www.wikidata.org/entity/Q11114189,cenil,http://www.wikidata.org/entity/Q841779,coconut milk,http://www.wikidata.org/entity/Q3586,East Java,coconut milk,,fruits
http://www.wikidata.org/entity/Q11114189,cenil,http://www.wikidata.org/entity/Q3342808,coconut,http://www.wikidata.org/entity/Q3586,East Java,coconut,,fruits
http://www.wikidata.org/entity/Q11114189,cenil,http://www.wikidata.org/entity/Q43304555,cassava,http://www.wikidata.org/entity/Q3586,East Java,cassava,#N/A,carb
http://www.wikidata.org/entity/Q11114189,cenil,http://www.wikidata.org/entity/Q11002,sugar,http://www.wikidata.org/entity/Q10674,Purworejo,sugar,,spice
http://www.wikidata.org/entity/Q11114189,cenil,http://www.wikidata.org/entity/Q11254,salt,http://www.wikidata.org/entity/Q10674,Purworejo,salt,#N/A,spice
http://www.wikidata.org/entity/Q11114189,cenil,http://www.wikidata.org/entity/Q177998,agar,http://www.wikidata.org/entity/Q10674,Purworejo,agar,,carb
http://www.wikidata.org/entity/Q11114189,cenil,http://www.wikidata.org/entity/Q753009,food coloring,http://www.wikidata.org/entity/Q10674,Purworejo,food coloring,,misc
http://www.wikidata.org/entity/Q11114189,cenil,http://www.wikidata.org/entity/Q841779,coconut milk,http://www.wikidata.org/entity/Q10674,Purworejo,coconut milk,,fruits
http://www.wikidata.org/entity/Q11114189,cenil,http://www.wikidata.org/entity/Q3342808,coconut,http://www.wikidata.org/entity/Q10674,Purworejo,coconut,,fruits
http://www.wikidata.org/entity/Q11114189,cenil,http://www.wikidata.org/entity/Q43304555,cassava,http://www.wikidata.org/entity/Q10674,Purworejo,cassava,#N/A,carb
http://www.wikidata.org/entity/Q11114189,cenil,http://www.wikidata.org/entity/Q11002,sugar,http://www.wikidata.org/entity/Q11111,Pacitan,sugar,,spice
http://www.wikidata.org/entity/Q11114189,cenil,http://www.wikidata.org/entity/Q11254,salt,http://www.wikidata.org/entity/Q11111,Pacitan,salt,#N/A,spice
http://www.wikidata.org/entity/Q11114189,cenil,http://www.wikidata.org/entity/Q177998,agar,http://www.wikidata.org/entity/Q11111,Pacitan,agar,,carb
http://www.wikidata.org/entity/Q11114189,cenil,http://www.wikidata.org/entity/Q753009,food coloring,http://www.wikidata.org/entity/Q11111,Pacitan,food coloring,,misc
http://www.wikidata.org/entity/Q11114189,cenil,http://www.wikidata.org/entity/Q841779,coconut milk,http://www.wikidata.org/entity/Q11111,Pacitan,coconut milk,,fruits
http://www.wikidata.org/entity/Q11114189,cenil,http://www.wikidata.org/entity/Q3342808,coconut,http://www.wikidata.org/entity/Q11111,Pacitan,coconut,,fruits
http://www.wikidata.org/entity/Q11114189,cenil,http://www.wikidata.org/entity/Q43304555,cassava,http://www.wikidata.org/entity/Q11111,Pacitan,cassava,#N/A,carb
http://www.wikidata.org/entity/Q11114189,cenil,http://www.wikidata.org/entity/Q11002,sugar,http://www.wikidata.org/entity/Q11443,Kediri,sugar,,spice
http://www.wikidata.org/entity/Q11114189,cenil,http://www.wikidata.org/entity/Q11254,salt,http://www.wikidata.org/entity/Q11443,Kediri,salt,#N/A,spice
http://www.wikidata.org/entity/Q11114189,cenil,http://www.wikidata.org/entity/Q177998,agar,http://www.wikidata.org/entity/Q11443,Kediri,agar,,carb
http://www.wikidata.org/entity/Q11114189,cenil,http://www.wikidata.org/entity/Q753009,food coloring,http://www.wikidata.org/entity/Q11443,Kediri,food coloring,,misc
http://www.wikidata.org/entity/Q11114189,cenil,http://www.wikidata.org/entity/Q841779,coconut milk,http://www.wikidata.org/entity/Q11443,Kediri,coconut milk,,fruits
http://www.wikidata.org/entity/Q11114189,cenil,http://www.wikidata.org/entity/Q3342808,coconut,http://www.wikidata.org/entity/Q11443,Kediri,coconut,,fruits
http://www.wikidata.org/entity/Q11114189,cenil,http://www.wikidata.org/entity/Q43304555,cassava,http://www.wikidata.org/entity/Q11443,Kediri,cassava,#N/A,carb
http://www.wikidata.org/entity/Q11141042,cimol,http://www.wikidata.org/entity/Q873761,tapioca,http://www.wikidata.org/entity/Q3724,West Java,tapioca,,flour
http://www.wikidata.org/entity/Q11141042,cimol,http://www.wikidata.org/entity/Q873761,tapioca,http://www.wikidata.org/entity/Q10389,Bandung,tapioca,,flour
http://www.wikidata.org/entity/Q11142810,cilok,,,http://www.wikidata.org/entity/Q252,Indonesia,,#N/A,#N/A
http://www.wikidata.org/entity/Q11142810,cilok,,,http://www.wikidata.org/entity/Q3557,Central Java,,#N/A,#N/A
http://www.wikidata.org/entity/Q11142810,cilok,,,http://www.wikidata.org/entity/Q3586,East Java,,#N/A,#N/A
http://www.wikidata.org/entity/Q11142810,cilok,,,http://www.wikidata.org/entity/Q3630,Jakarta,,#N/A,#N/A
http://www.wikidata.org/entity/Q11142810,cilok,,,http://www.wikidata.org/entity/Q3724,West Java,,#N/A,#N/A
http://www.wikidata.org/entity/Q11142810,cilok,,,http://www.wikidata.org/entity/Q7568,Yogyakarta City,,#N/A,#N/A
http://www.wikidata.org/entity/Q11142810,cilok,,,http://www.wikidata.org/entity/Q10389,Bandung,,#N/A,#N/A
http://www.wikidata.org/entity/Q11242258,Soto mie,,,http://www.wikidata.org/entity/Q3630,Jakarta,,#N/A,#N/A
http://www.wikidata.org/entity/Q11242258,Soto mie,,,http://www.wikidata.org/entity/Q10393,Bogor,,#N/A,#N/A
http://www.wikidata.org/entity/Q120096,tempeh,,,,,,#N/A,#N/A
http://www.wikidata.org/entity/Q12470761,Adon-Adon Coro,http://www.wikidata.org/entity/Q35625,Zingiber officinale,http://www.wikidata.org/entity/Q3557,Central Java,ginger,ginger,spice
